3983 400 400
269 386 -1 0
272 385 -1 0
271 385 -1 0
270 385 -1 0
269 385 -1 0
268 385 -1 0
267 385 -1 0
266 385 -1 0
274 384 -1 0
273 384 -1 0
272 384 -1 0
271 384 -1 0
270 384 -1 0
269 384 -1 0
268 384 -1 0
267 384 -1 0
266 384 -1 0
265 384 -1 0
275 383 -1 0
274 383 -1 0
273 383 -1 0
272 383 -1 0
271 383 -1 0
270 383 -1 0
269 383 -1 0
268 383 -1 0
267 383 -1 0
266 383 -1 0
265 383 -1 0
278 382 -1 0
277 382 -1 0
276 382 -1 0
275 382 -1 0
274 382 -1 0
273 382 -1 0
272 382 -1 0
271 382 -1 0
270 382 -1 0
269 382 -1 0
268 382 -1 0
267 382 -1 0
266 382 -1 0
265 382 -1 0
279 381 -1 0
278 381 -1 0
277 381 -1 0
276 381 -1 0
275 381 -1 0
274 381 -1 0
273 381 -1 0
272 381 -1 0
271 381 -1 0
270 381 -1 0
269 381 -1 0
268 381 -1 0
267 381 -1 0
266 381 -1 0
265 381 -1 0
264 381 -1 0
279 380 -1 0
278 380 -1 0
277 380 -1 0
276 380 -1 0
275 380 -1 0
274 380 -1 0
273 380 -1 0
272 380 -1 0
271 380 -1 0
270 380 -1 0
269 380 -1 0
268 380 -1 0
267 380 -1 0
266 380 -1 0
265 380 -1 0
264 380 -1 0
280 379 -1 0
279 379 -1 0
278 379 -1 0
277 379 -1 0
276 379 -1 0
275 379 -1 0
274 379 -1 0
273 379 -1 0
272 379 -1 0
271 379 -1 0
270 379 -1 0
269 379 -1 0
268 379 -1 0
267 379 -1 0
266 379 -1 0
265 379 -1 0
282 378 -1 0
281 378 -1 0
280 378 -1 0
279 378 -1 0
278 378 -1 0
277 378 -1 0
276 378 -1 0
275 378 -1 0
274 378 -1 0
273 378 -1 0
272 378 -1 0
271 378 -1 0
270 378 -1 0
269 378 -1 0
268 378 -1 0
267 378 -1 0
266 378 -1 0
265 378 -1 0
283 377 -1 0
282 377 -1 0
281 377 -1 0
280 377 -1 0
279 377 -1 0
278 377 -1 0
277 377 -1 0
276 377 -1 0
275 377 -1 0
274 377 -1 0
273 377 -1 0
272 377 -1 0
271 377 -1 0
270 377 -1 0
269 377 -1 0
268 377 -1 0
267 377 -1 0
266 377 -1 0
265 377 -1 0
285 376 -1 0
284 376 -1 0
283 376 -1 0
282 376 -1 0
281 376 -1 0
280 376 -1 0
279 376 -1 0
278 376 -1 0
277 376 -1 0
276 376 -1 0
275 376 -1 0
274 376 -1 0
273 376 -1 0
272 376 -1 0
271 376 -1 0
270 376 -1 0
269 376 -1 0
268 376 -1 0
267 376 -1 0
266 376 -1 0
286 375 -1 0
285 375 -1 0
284 375 -1 0
283 375 -1 0
282 375 -1 0
281 375 -1 0
280 375 -1 0
279 375 -1 0
278 375 -1 0
277 375 -1 0
276 375 -1 0
275 375 -1 0
274 375 -1 0
273 375 -1 0
272 375 -1 0
271 375 -1 0
270 375 -1 0
269 375 -1 0
268 375 -1 0
286 374 -1 0
285 374 -1 0
284 374 -1 0
283 374 -1 0
282 374 -1 0
281 374 -1 0
280 374 -1 0
279 374 -1 0
278 374 -1 0
277 374 -1 0
276 374 -1 0
275 374 -1 0
274 374 -1 0
273 374 -1 0
272 374 -1 0
271 374 -1 0
287 373 -1 0
286 373 -1 0
285 373 -1 0
284 373 -1 0
283 373 -1 0
282 373 -1 0
281 373 -1 0
280 373 -1 0
279 373 -1 0
278 373 -1 0
277 373 -1 0
276 373 -1 0
275 373 -1 0
274 373 -1 0
273 373 -1 0
272 373 -1 0
271 373 -1 0
289 372 -1 0
288 372 -1 0
287 372 -1 0
286 372 -1 0
285 372 -1 0
284 372 -1 0
283 372 -1 0
282 372 -1 0
281 372 -1 0
280 372 -1 0
279 372 -1 0
278 372 -1 0
277 372 -1 0
276 372 -1 0
275 372 -1 0
274 372 -1 0
273 372 -1 0
272 372 -1 0
290 371 -1 0
289 371 -1 0
288 371 -1 0
287 371 -1 0
286 371 -1 0
285 371 -1 0
284 371 -1 0
283 371 -1 0
282 371 -1 0
281 371 -1 0
280 371 -1 0
279 371 -1 0
278 371 -1 0
277 371 -1 0
276 371 -1 0
275 371 -1 0
274 371 -1 0
273 371 -1 0
290 370 -1 0
289 370 -1 0
288 370 -1 0
287 370 -1 0
286 370 -1 0
285 370 -1 0
284 370 -1 0
283 370 -1 0
282 370 -1 0
281 370 -1 0
280 370 -1 0
279 370 -1 0
278 370 -1 0
