324 400 400
212 293 -1 1
215 292 -1 1
214 292 -1 1
213 292 -1 1
212 292 -1 1
211 292 -1 1
210 292 -1 1
209 292 -1 1
216 291 -1 1
215 291 -1 1
214 291 -1 1
213 291 -1 1
212 291 -1 1
211 291 -1 1
210 291 -1 1
209 291 -1 1
208 291 -1 1
216 290 -1 1
215 290 -1 1
214 290 -1 1
213 290 -1 1
212 290 -1 1
211 290 -1 1
210 290 -1 1
209 290 -1 1
208 290 -1 1
216 289 -1 1
215 289 -1 1
214 289 -1 1
213 289 -1 1
212 289 -1 1
211 289 -1 1
210 289 -1 1
209 289 -1 1
208 289 -1 1
217 288 -1 1
216 288 -1 1
215 288 -1 1
214 288 -1 1
213 288 -1 1
212 288 -1 1
211 288 -1 1
210 288 -1 1
209 288 -1 1
208 288 -1 1
207 288 -1 1
216 287 -1 1
215 287 -1 1
214 287 -1 1
213 287 -1 1
212 287 -1 1
211 287 -1 1
210 287 -1 1
209 287 -1 1
208 287 -1 1
216 286 -1 1
215 286 -1 1
214 286 -1 1
213 286 -1 1
212 286 -1 1
211 286 -1 1
210 286 -1 1
209 286 -1 1
208 286 -1 1
216 285 -1 1
215 285 -1 1
214 285 -1 1
213 285 -1 1
212 285 -1 1
211 285 -1 1
210 285 -1 1
209 285 -1 1
208 285 -1 1
215 284 -1 1
214 284 -1 1
213 284 -1 1
212 284 -1 1
211 284 -1 1
210 284 -1 1
209 284 -1 1
212 283 -1 1
173 272 -1 1
176 271 -1 1
175 271 -1 1
174 271 -1 1
173 271 -1 1
172 271 -1 1
171 271 -1 1
170 271 -1 1
177 270 -1 1
176 270 -1 1
175 270 -1 1
174 270 -1 1
173 270 -1 1
172 270 -1 1
171 270 -1 1
170 270 -1 1
169 270 -1 1
177 269 -1 1
176 269 -1 1
175 269 -1 1
174 269 -1 1
173 269 -1 1
172 269 -1 1
171 269 -1 1
170 269 -1 1
169 269 -1 1
177 268 -1 1
176 268 -1 1
175 268 -1 1
174 268 -1 1
173 268 -1 1
172 268 -1 1
171 268 -1 1
170 268 -1 1
169 268 -1 1
178 267 -1 1
177 267 -1 1
176 267 -1 1
175 267 -1 1
174 267 -1 1
173 267 -1 1
172 267 -1 1
171 267 -1 1
170 267 -1 1
169 267 -1 1
168 267 -1 1
177 266 -1 1
176 266 -1 1
175 266 -1 1
