1399 400 400
70 399 -1 0
69 399 -1 0
67 399 -1 0
66 399 -1 0
65 399 -1 0
64 399 -1 0
63 399 -1 0
62 399 -1 0
61 399 -1 0
60 399 -1 0
59 399 -1 0
58 399 -1 0
57 399 -1 0
56 399 -1 0
55 399 -1 0
54 399 -1 0
53 399 -1 0
52 399 -1 0
51 399 -1 0
50 399 -1 0
49 399 -1 0
48 399 -1 0
47 399 -1 0
46 399 -1 0
45 399 -1 0
44 399 -1 0
43 399 -1 0
42 399 -1 0
41 399 -1 0
40 399 -1 0
39 399 -1 0
38 399 -1 0
37 399 -1 0
36 399 -1 0
35 399 -1 0
73 398 -1 0
72 398 -1 0
71 398 -1 0
70 398 -1 0
69 398 -1 0
68 398 -1 0
67 398 -1 0
66 398 -1 0
65 398 -1 0
64 398 -1 0
63 398 -1 0
62 398 -1 0
61 398 -1 0
60 398 -1 0
59 398 -1 0
58 398 -1 0
57 398 -1 0
56 398 -1 0
55 398 -1 0
54 398 -1 0
53 398 -1 0
52 398 -1 0
51 398 -1 0
50 398 -1 0
49 398 -1 0
48 398 -1 0
47 398 -1 0
46 398 -1 0
45 398 -1 0
44 398 -1 0
43 398 -1 0
42 398 -1 0
41 398 -1 0
40 398 -1 0
39 398 -1 0
38 398 -1 0
37 398 -1 0
36 398 -1 0
35 398 -1 0
34 398 -1 0
81 397 -1 0
80 397 -1 0
79 397 -1 0
78 397 -1 0
77 397 -1 0
76 397 -1 0
75 397 -1 0
74 397 -1 0
73 397 -1 0
72 397 -1 0
71 397 -1 0
70 397 -1 0
69 397 -1 0
68 397 -1 0
67 397 -1 0
66 397 -1 0
65 397 -1 0
64 397 -1 0
63 397 -1 0
62 397 -1 0
61 397 -1 0
60 397 -1 0
59 397 -1 0
58 397 -1 0
57 397 -1 0
56 397 -1 0
55 397 -1 0
54 397 -1 0
53 397 -1 0
52 397 -1 0
51 397 -1 0
50 397 -1 0
49 397 -1 0
48 397 -1 0
47 397 -1 0
46 397 -1 0
45 397 -1 0
44 397 -1 0
43 397 -1 0
42 397 -1 0
41 397 -1 0
40 397 -1 0
39 397 -1 0
38 397 -1 0
37 397 -1 0
36 397 -1 0
35 397 -1 0
34 397 -1 0
87 396 -1 0
86 396 -1 0
85 396 -1 0
84 396 -1 0
83 396 -1 0
82 396 -1 0
81 396 -1 0
80 396 -1 0
79 396 -1 0
78 396 -1 0
77 396 -1 0
76 396 -1 0
75 396 -1 0
74 396 -1 0
73 396 -1 0
72 396 -1 0
71 396 -1 0
70 396 -1 0
69 396 -1 0
68 396 -1 0
67 396 -1 0
66 396 -1 0
65 396 -1 0
64 396 -1 0
63 396 -1 0
62 396 -1 0
61 396 -1 0
60 396 -1 0
59 396 -1 0
58 396 -1 0
57 396 -1 0
56 396 -1 0
55 396 -1 0
54 396 -1 0
53 396 -1 0
52 396 -1 0
51 396 -1 0
50 396 -1 0
49 396 -1 0
48 396 -1 0
47 396 -1 0
46 396 -1 0
45 396 -1 0
44 396 -1 0
43 396 -1 0
42 396 -1 0
41 396 -1 0
40 396 -1 0
39 396 -1 0
38 396 -1 0
37 396 -1 0
36 396 -1 0
35 396 -1 0
34 396 -1 0
91 395 -1 0
90 395 -1 0
