1058 400 400
236 288 -1 0
235 288 -1 0
234 288 -1 0
239 287 -1 0
238 287 -1 0
237 287 -1 0
236 287 -1 0
235 287 -1 0
234 287 -1 0
233 287 -1 0
232 287 -1 0
231 287 -1 0
242 286 -1 0
241 286 -1 0
240 286 -1 0
239 286 -1 0
238 286 -1 0
237 286 -1 0
236 286 -1 0
235 286 -1 0
234 286 -1 0
233 286 -1 0
232 286 -1 0
231 286 -1 0
230 286 -1 0
244 285 -1 0
243 285 -1 0
242 285 -1 0
241 285 -1 0
240 285 -1 0
239 285 -1 0
238 285 -1 0
237 285 -1 0
236 285 -1 0
235 285 -1 0
234 285 -1 0
233 285 -1 0
232 285 -1 0
231 285 -1 0
230 285 -1 0
247 284 -1 0
246 284 -1 0
245 284 -1 0
244 284 -1 0
243 284 -1 0
242 284 -1 0
241 284 -1 0
240 284 -1 0
239 284 -1 0
238 284 -1 0
237 284 -1 0
236 284 -1 0
235 284 -1 0
234 284 -1 0
233 284 -1 0
232 284 -1 0
231 284 -1 0
230 284 -1 0
249 283 -1 0
248 283 -1 0
247 283 -1 0
246 283 -1 0
245 283 -1 0
244 283 -1 0
243 283 -1 0
242 283 -1 0
241 283 -1 0
240 283 -1 0
239 283 -1 0
238 283 -1 0
237 283 -1 0
236 283 -1 0
235 283 -1 0
234 283 -1 0
233 283 -1 0
232 283 -1 0
231 283 -1 0
230 283 -1 0
229 283 -1 0
252 282 -1 0
251 282 -1 0
250 282 -1 0
249 282 -1 0
248 282 -1 0
247 282 -1 0
246 282 -1 0
245 282 -1 0
244 282 -1 0
243 282 -1 0
242 282 -1 0
241 282 -1 0
240 282 -1 0
239 282 -1 0
238 282 -1 0
237 282 -1 0
236 282 -1 0
235 282 -1 0
234 282 -1 0
233 282 -1 0
232 282 -1 0
231 282 -1 0
230 282 -1 0
254 281 -1 0
253 281 -1 0
252 281 -1 0
251 281 -1 0
250 281 -1 0
249 281 -1 0
248 281 -1 0
247 281 -1 0
246 281 -1 0
245 281 -1 0
244 281 -1 0
243 281 -1 0
242 281 -1 0
241 281 -1 0
240 281 -1 0
239 281 -1 0
238 281 -1 0
237 281 -1 0
236 281 -1 0
235 281 -1 0
234 281 -1 0
233 281 -1 0
232 281 -1 0
231 281 -1 0
230 281 -1 0
256 280 -1 0
255 280 -1 0
254 280 -1 0
253 280 -1 0
252 280 -1 0
251 280 -1 0
250 280 -1 0
249 280 -1 0
248 280 -1 0
247 280 -1 0
246 280 -1 0
245 280 -1 0
244 280 -1 0
243 280 -1 0
242 280 -1 0
241 280 -1 0
240 280 -1 0
239 280 -1 0
238 280 -1 0
237 280 -1 0
236 280 -1 0
235 280 -1 0
234 280 -1 0
233 280 -1 0
232 280 -1 0
231 280 -1 0
230 280 -1 0
257 279 -1 0
256 279 -1 0
255 279 -1 0
254 279 -1 0
253 279 -1 0
252 279 -1 0
251 279 -1 0
250 279 -1 0
249 279 -1 0
248 279 -1 0
247 279 -1 0
246 279 -1 0
245 279 -1 0
244 279 -1 0
243 279 -1 0
242 279 -1 0
241 279 -1 0
240 279 -1 0
239 279 -1 0
238 279 -1 0
237 279 -1 0
236 279 -1 0
235 279 -1 0
234 279 -1 0
233 279 -1 0
232 279 -1 0
231 279 -1 0
260 278 -1 0
259 278 -1 0
258 278 -1 0
257 278 -1 0
256 278 -1 0
255 278 -1 0
254 278 -1 0
253 278 -1 0
252 278 -1 0
251 278 -1 0
250 278 -1 0
249 278 -1 0
248 278 -1 0
247 278 -1 0
246 278 -1 0
245 278 -1 0
244 278 -1 0
243 278 -1 0
242 278 -1 0
241 278 -1 0
240 278 -1 0
239 278 -1 0
238 278 -1 0
237 278 -1 0
236 278 -1 0
235 278 -1 0
234 278 -1 0
261 277 -1 0
260 277 -1 0
259 277 -1 0
258 277 -1 0
257 277 -1 0
256 277 -1 0
255 277 -1 0
254 277 -1 0
253 277 -1 0
252 277 -1 0
251 277 -1 0
250 277 -1 0
249 277 -1 0
248 277 -1 0
247 277 -1 0
246 277 -1 0
245 277 -1 0
244 277 -1 0
243 277 -1 0
242 277 -1 0
241 277 -1 0
240 277 -1 0
239 277 -1 0
238 277 -1 0
237 277 -1 0
236 277 -1 0
235 277 -1 0
263 276 -1 0
262 276 -1 0
261 276 -1 0
260 276 -1 0
259 276 -1 0
258 276 -1 0
257 276 -1 0
256 276 -1 0
255 276 -1 0
254 276 -1 0
253 276 -1 0
252 276 -1 0
251 276 -1 0
250 276 -1 0
249 276 -1 0
248 276 -1 0
247 276 -1 0
246 276 -1 0
245 276 -1 0
244 276 -1 0
243 276 -1 0
242 276 -1 0
241 276 -1 0
240 276 -1 0
239 276 -1 0
238 276 -1 0
237 276 -1 0
236 276 -1 0
265 275 -1 0
264 275 -1 0
263 275 -1 0
262 275 -1 0
261 275 -1 0
260 275 -1 0
259 275 -1 0
258 275 -1 0
257 275 -1 0
256 275 -1 0
255 275 -1 0
254 275 -1 0
253 275 -1 0
252 275 -1 0
251 275 -1 0
250 275 -1 0
249 275 -1 0
248 275 -1 0
247 275 -1 0
246 275 -1 0
245 275 -1 0
244 275 -1 0
